created_date,f_initial_deal_acquisition_date,first_meeting_date,business_meeting_scheduled_date,inflow_route_media_lasttouch,cv_content_sub_lasttouch,stage_name,reasons_not_negotiated,scheduled_initialdead_interval_days,scheduled_initialdead_interval_days_category
2025-11-26T21:49:05.000Z,2026-01-09T09:00:00.000Z,2026-01-13T09:00:00.000Z,2026-01-13T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,04_上申内容の合意フェーズ,,4,1週間
2025-11-26T21:51:39.000Z,2025-11-26T09:00:00.000Z,,2025-12-10T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック,99_失注,導入条件/要件が合わず,14,2週間以上
2025-11-26T22:38:38.000Z,2025-11-26T09:00:00.000Z,,2025-11-28T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,2,3日以内
2025-11-26T23:14:09.000Z,2025-11-26T09:00:00.000Z,2025-11-27T09:00:00.000Z,2025-11-27T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,1,3日以内
2025-11-27T00:31:48.000Z,2025-11-26T09:00:00.000Z,,2025-11-27T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,1,3日以内
2025-11-27T00:37:07.000Z,2025-11-27T09:00:00.000Z,,2025-12-11T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,14,2週間以上
2025-11-27T00:49:25.000Z,2025-11-26T09:00:00.000Z,2025-11-27T09:00:00.000Z,2025-11-27T09:00:00.000Z,LIS,デモ電話_LIS_Google_IP電話,99_失注,,1,3日以内
2025-11-27T03:02:16.000Z,2025-12-01T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook_離脱時のデモ電話バナー,99_失注,,9,2週間以内
2025-11-27T05:05:58.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,1,3日以内
2025-11-27T05:58:27.000Z,2025-11-27T09:00:00.000Z,2025-11-27T09:00:00.000Z,2025-11-27T09:00:00.000Z,DIS,デモ電話_Facebook_離脱時のデモ電話バナー,99_失注,,0,1日以内
2025-11-27T10:19:40.000Z,2025-11-27T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,5,1週間
2025-11-27T11:43:27.000Z,2025-11-28T09:00:00.000Z,,2025-12-03T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,5,1週間
2025-11-27T18:32:09.000Z,2025-11-27T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-04T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック,06_有料契約申請完了,,7,2週間以内
2025-11-27T19:04:23.000Z,2025-12-11T09:00:00.000Z,2025-12-19T09:00:00.000Z,2025-12-19T09:00:00.000Z,DIS,デモ電話_Facebook_離脱時のデモ電話バナー,06_有料契約申請完了,,8,2週間以内
2025-11-27T19:37:15.000Z,2025-11-27T09:00:00.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,06_有料契約申請完了,,1,3日以内
2025-11-27T19:52:09.000Z,2025-11-27T09:00:00.000Z,2025-12-01T09:00:00.000Z,2025-12-01T09:00:00.000Z,FAX・EDM,デモ電話_FAX_不動産(売買),99_失注,,4,1週間
2025-11-27T22:17:22.000Z,2025-11-27T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-01T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,4,1週間
2025-11-28T02:33:57.000Z,2025-11-28T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,TOP,デモ電話_PC_オリジナルパターン,02_ヒアリングフェーズ,,4,1週間
2025-11-28T06:15:37.000Z,2025-12-08T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook,02_ヒアリングフェーズ,,2,3日以内
2025-11-28T17:58:09.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,TOP,デモ電話_SP_テストパターン,06_有料契約申請完了,,0,1日以内
2025-11-28T18:12:02.000Z,2025-11-28T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,TOP,デモ電話_SP_オリジナルパターン,06_有料契約申請完了,,4,1週間
2025-11-28T20:03:29.000Z,2025-11-28T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,TOP,デモ電話_PC_オリジナルパターン,03_担当者合意フェーズ,,7,2週間以内
2025-11-28T20:37:28.000Z,2025-12-01T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,06_有料契約申請完了,,8,2週間以内
2025-11-28T23:01:34.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,2025-11-28T09:00:00.000Z,TOP,デモ電話_SP_オリジナルパターン,99_失注,,0,1日以内
2025-11-28T23:47:55.000Z,2025-11-28T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,TOP,デモ電話_PC_オリジナルパターン,04_上申内容の合意フェーズ,,4,1週間
2025-11-29T00:29:33.000Z,2025-12-01T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook,02_課題の合意フェーズ,,9,2週間以内
2025-11-29T03:21:30.000Z,2025-12-01T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,LIS,デモ電話_LIS_Microsoft_広告TOP,99_失注,,3,1週間
2025-11-29T10:01:11.000Z,2025-12-01T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,06_有料契約申請完了,,4,1週間
2025-11-30T02:11:51.000Z,2025-12-01T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,TOP,デモ電話_SP_オリジナルパターン,99_失注,,3,1週間
2025-11-30T06:46:13.000Z,2025-12-01T09:00:00.000Z,2025-12-03T09:00:00.000Z,2025-12-03T09:00:00.000Z,TOP,デモ電話_PC_オリジナルパターン,99_失注,,2,3日以内
2025-11-30T16:21:21.000Z,2025-12-05T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,DIS,デモ電話_Facebook_離脱時のデモ電話バナー,99_失注,,3,1週間
2025-11-30T19:46:30.000Z,2025-12-09T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,LIS,デモ電話_LIS_Yahoo_電話代行,99_失注,,1,3日以内
2025-11-30T19:49:04.000Z,2025-12-04T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,4,1週間
2025-11-30T19:59:00.000Z,2025-12-01T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,05_決裁者合意フェーズ,,1,3日以内
2025-12-01T01:20:57.000Z,2025-12-02T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-04T09:00:00.000Z,LIS,デモ電話_LIS・サイトリンク,99_失注,,2,3日以内
2025-12-01T01:53:02.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,FAX・EDM,デモ電話_FAX_不動産(売買),02_課題の合意フェーズ,,1,3日以内
2025-12-01T06:48:45.000Z,2025-12-01T09:00:00.000Z,2025-12-01T09:00:00.000Z,2025-12-02T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,1,3日以内
2025-12-01T08:51:12.000Z,2025-12-01T09:00:00.000Z,,2025-12-03T09:00:00.000Z,DIS,デモ電話_Facebook,00_商談再設定フェーズ,,2,3日以内
2025-12-01T14:54:46.000Z,2025-12-01T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,7,2週間以内
2025-12-01T15:10:16.000Z,2025-12-09T09:00:00.000Z,2025-12-24T09:00:00.000Z,2025-12-24T09:00:00.000Z,DIS,デモ電話_Facebook,02_ヒアリングフェーズ,,15,2週間以上
2025-12-01T18:26:53.000Z,2025-12-01T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,9,2週間以内
2025-12-01T19:02:26.000Z,2025-11-26T09:00:00.000Z,,2025-12-01T09:00:00.000Z,,,00_商談再設定フェーズ,,5,1週間
2025-12-01T19:03:04.000Z,2025-11-22T09:00:00.000Z,,2025-12-05T09:00:00.000Z,,,00_商談再設定フェーズ,連絡つかず/音信不通,13,2週間以内
2025-12-01T20:02:53.000Z,2025-12-01T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,TOP,デモ電話_PC_テストパターン,03_ROI合意フェーズ,,3,1週間
2025-12-01T21:13:11.000Z,2025-12-01T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,06_有料契約申請完了,,1,3日以内
2025-12-01T21:43:32.000Z,2025-12-01T09:00:00.000Z,2025-12-01T09:00:00.000Z,2025-12-01T09:00:00.000Z,TOP,デモ電話_SP_テストパターン,06_有料契約申請完了,,0,1日以内
2025-12-02T15:51:56.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,TOP,デモ電話_SP_テストパターン,99_失注,,0,1日以内
2025-12-02T17:46:38.000Z,2025-12-02T09:00:00.000Z,,2026-01-08T09:00:00.000Z,DIS,デモ電話_Facebook_自営業,00_商談再設定フェーズ,,37,2週間以上
2025-12-02T18:10:41.000Z,2025-12-02T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,TOP,デモ電話_PC_テストパターン,99_失注,,3,1週間
2025-12-02T18:17:24.000Z,2025-12-05T09:00:00.000Z,,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook_離脱時のデモ電話バナー,00_商談再設定フェーズ,,5,1週間
2025-12-02T20:39:00.000Z,2025-12-02T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,05_条件交渉フェーズ,,3,1週間
2025-12-02T20:41:00.000Z,2025-12-09T09:00:00.000Z,,2026-01-06T09:00:00.000Z,DIS,デモ電話_Facebook,00_商談再設定フェーズ,,28,2週間以上
2025-12-02T22:49:16.000Z,2025-12-02T09:00:00.000Z,2025-12-03T09:00:00.000Z,2025-12-26T09:00:00.000Z,TOP,デモ電話_PC_テストパターン,06_有料契約申請完了,,24,2週間以上
2025-12-02T22:58:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,LIS,デモ電話_LIS_Google_IP電話,06_有料契約申請完了,,0,1日以内
2025-12-03T00:29:20.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,2025-12-02T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,0,1日以内
2025-12-03T01:06:17.000Z,2025-12-02T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック,99_失注,,2,3日以内
2025-12-03T01:15:35.000Z,2025-12-02T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,FAX・EDM,デモ電話_FAX_建設,99_失注,,8,2週間以内
2025-12-03T01:22:43.000Z,2025-12-02T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,LIS,デモ電話_デフォルト,06_有料契約申請完了,,2,3日以内
2025-12-03T03:04:29.000Z,2025-12-02T09:00:00.000Z,2025-12-03T09:00:00.000Z,2025-12-03T09:00:00.000Z,FAX・EDM,デモ電話_FAX_建設,06_有料契約申請完了,,1,3日以内
2025-12-03T06:08:25.000Z,2025-12-03T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,1,3日以内
2025-12-03T06:29:39.000Z,2025-12-08T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-11T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,3,1週間
2025-12-03T15:41:29.000Z,2025-12-03T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,1,3日以内
2025-12-03T16:10:54.000Z,2025-12-08T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,LIS,デモ電話_LIS_Google_IP電話,99_失注,,2,3日以内
2025-12-03T21:18:13.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,1,3日以内
2025-12-03T22:41:14.000Z,2025-12-03T09:00:00.000Z,2025-12-03T09:00:00.000Z,2025-12-03T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,06_有料契約申請完了,,0,1日以内
2025-12-03T23:56:52.000Z,2025-12-03T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,1,3日以内
2025-12-04T01:38:23.000Z,2025-12-22T09:00:00.000Z,2025-12-26T09:00:00.000Z,2025-12-26T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,00_ISアプローチ,,4,1週間
2025-12-04T02:41:34.000Z,2025-12-03T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,FAX・EDM,デモ電話_FAX_建設,99_失注,,1,3日以内
2025-12-04T05:51:09.000Z,2025-12-05T09:00:00.000Z,2025-12-17T09:00:00.000Z,2025-12-17T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,12,2週間以内
2025-12-04T16:12:47.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,0,1日以内
2025-12-04T16:16:22.000Z,2025-12-08T09:00:00.000Z,,2025-12-16T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,8,2週間以内
2025-12-04T16:20:30.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,2025-12-04T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,0,1日以内
2025-12-04T19:08:37.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-04T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,検討中止,0,1日以内
2025-12-04T19:22:46.000Z,2025-12-04T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,00_ISアプローチ,,5,1週間
2025-12-04T19:49:56.000Z,2025-12-25T09:00:00.000Z,2026-01-15T09:00:00.000Z,2026-01-15T09:00:00.000Z,FAX・EDM,デモ電話_FAX_不動産(売買),06_有料契約申請完了,,21,2週間以上
2025-12-05T01:31:58.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,1,3日以内
2025-12-05T01:36:28.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,TOP,デモ電話_フリーミアムLP,99_失注,,1,3日以内
2025-12-05T02:44:47.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,LIS,デモ電話_LIS_Microsoft_広告TOP,99_失注,,1,3日以内
2025-12-05T06:52:03.000Z,2025-12-05T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,3,1週間
2025-12-05T07:15:03.000Z,2025-12-04T09:00:00.000Z,2025-12-05T09:00:00.000Z,2025-12-05T09:00:00.000Z,TOP,デモ電話_TOPLP,02_課題の合意フェーズ,,1,3日以内
2025-12-05T10:21:02.000Z,2025-12-05T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,TOP,デモ電話_TOPLP,06_有料契約申請完了,,3,1週間
2025-12-05T11:35:27.000Z,2025-12-05T09:00:00.000Z,,2025-12-08T09:00:00.000Z,DIS,デモ電話_Facebook,00_商談再設定フェーズ,,3,1週間
2025-12-05T16:20:52.000Z,2026-01-08T09:00:00.000Z,2026-01-29T09:00:00.000Z,2026-01-29T09:00:00.000Z,TOP,デモ電話_TOPLP,04_上申内容の合意フェーズ,,21,2週間以上
2025-12-05T18:19:23.000Z,2025-12-05T09:00:00.000Z,,2025-12-08T09:00:00.000Z,FAX・EDM,デモ電話_FAX_建設,99_失注,検討中止,3,1週間
2025-12-05T20:27:29.000Z,2025-12-05T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,LIS,デモ電話_LIS_Microsoft_広告TOP,02_ヒアリングフェーズ,,5,1週間
2025-12-05T20:30:39.000Z,2025-12-05T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,FAX・EDM,デモ電話_FAX_不動産(売買),99_失注,,3,1週間
2025-12-05T20:49:50.000Z,2025-12-08T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,LIS,デモ電話_PC_Aパターン,03_担当者合意フェーズ,,2,3日以内
2025-12-05T22:02:45.000Z,2025-12-05T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック,03_担当者合意フェーズ,,7,2週間以内
2025-12-06T00:58:19.000Z,2025-12-05T09:00:00.000Z,2025-12-08T09:00:00.000Z,2025-12-08T09:00:00.000Z,LIS,デモ電話_LIS・サイトリンク,06_有料契約申請完了,,3,1週間
2025-12-06T01:56:31.000Z,2025-12-05T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_PC_テストパターン,99_失注,,4,1週間
2025-12-06T02:15:06.000Z,2025-12-08T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,1,3日以内
2025-12-06T03:45:58.000Z,2025-12-12T09:00:00.000Z,2025-12-25T09:00:00.000Z,2025-12-25T09:00:00.000Z,TOP,デモ電話_TOPLP,07_契約締結完了,,13,2週間以内
2025-12-06T07:13:31.000Z,2025-12-15T09:00:00.000Z,2025-12-22T09:00:00.000Z,2025-12-16T09:00:00.000Z,LIS,デモ電話_PC_Aパターン,99_失注,,1,3日以内
2025-12-06T18:36:30.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,0,1日以内
2025-12-06T19:03:52.000Z,2025-12-25T09:00:00.000Z,2025-12-30T09:00:00.000Z,2025-12-26T09:00:00.000Z,LIS,デモ電話_LIS_Google_IP電話,99_失注,,1,3日以内
2025-12-06T19:10:07.000Z,2025-12-22T09:00:00.000Z,2026-01-05T09:00:00.000Z,2026-01-05T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,14,2週間以上
2025-12-06T19:46:18.000Z,2025-12-06T09:00:00.000Z,2025-12-15T09:00:00.000Z,2025-12-15T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,9,2週間以内
2025-12-06T21:21:38.000Z,2025-12-08T09:00:00.000Z,,2026-01-29T09:00:00.000Z,DIS,デモ電話_Facebook,00_商談再設定フェーズ,,52,2週間以上
2025-12-06T22:29:31.000Z,2025-12-08T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-11T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,3,1週間
2025-12-07T02:55:17.000Z,2025-12-06T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,4,1週間
2025-12-07T02:56:42.000Z,2025-12-17T09:00:00.000Z,2025-12-23T09:00:00.000Z,2025-12-23T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,6,1週間
2025-12-07T04:26:14.000Z,2026-01-06T09:00:00.000Z,2026-01-19T09:00:00.000Z,2026-01-19T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,13,2週間以内
2025-12-07T06:31:32.000Z,2025-12-07T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,TOP,デモ電話_TOPLP,04_上申内容の合意フェーズ,,3,1週間
2025-12-07T17:16:50.000Z,2026-01-13T09:00:00.000Z,2026-01-16T09:00:00.000Z,2026-01-16T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,3,1週間
2025-12-07T18:21:48.000Z,2025-12-08T09:00:00.000Z,2025-12-15T09:00:00.000Z,2025-12-15T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,7,2週間以内
2025-12-07T23:01:31.000Z,2025-12-07T09:00:00.000Z,,2025-12-10T09:00:00.000Z,LIS,デモ電話_LIS_Google_IP電話,99_失注,,3,1週間
2025-12-08T04:18:00.000Z,2025-12-08T09:00:00.000Z,2025-12-22T09:00:00.000Z,2025-12-22T09:00:00.000Z,TOP,デモ電話_TOPLP,06_有料契約申請完了,,14,2週間以上
2025-12-08T05:54:05.000Z,2025-12-08T09:00:00.000Z,,2025-12-09T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,1,3日以内
2025-12-08T06:58:42.000Z,2025-12-08T09:00:00.000Z,2026-01-09T09:00:00.000Z,2026-01-09T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,32,2週間以上
2025-12-08T20:03:33.000Z,2025-12-09T09:00:00.000Z,,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,1,3日以内
2025-12-08T20:39:38.000Z,2025-12-08T09:00:00.000Z,2026-01-08T09:00:00.000Z,2026-01-08T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,06_有料契約申請完了,,31,2週間以上
2025-12-08T22:08:17.000Z,2025-12-08T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,1,3日以内
2025-12-08T23:42:09.000Z,2026-01-06T09:00:00.000Z,2026-01-13T09:00:00.000Z,2026-01-08T09:00:00.000Z,LIS,デモ電話_LIS_Google_電話代行,99_失注,,2,3日以内
2025-12-09T04:23:25.000Z,2025-12-09T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-11T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,2,3日以内
2025-12-09T18:20:48.000Z,2025-12-09T09:00:00.000Z,2025-12-16T09:00:00.000Z,2025-12-16T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,02_ヒアリングフェーズ,,7,2週間以内
2025-12-09T19:50:59.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_SP_テストパターン,06_有料契約申請完了,,0,1日以内
2025-12-09T20:31:47.000Z,2025-12-08T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,その他,,04_上申内容の合意フェーズ,,1,3日以内
2025-12-09T20:46:14.000Z,2025-12-10T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,0,1日以内
2025-12-09T21:36:58.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,2025-12-09T09:00:00.000Z,TOP,デモ電話_TOPLP,06_有料契約申請完了,,0,1日以内
2025-12-10T01:07:32.000Z,2025-12-09T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,1,3日以内
2025-12-10T06:09:10.000Z,2025-12-24T09:00:00.000Z,2025-12-24T09:00:00.000Z,2025-12-24T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,0,1日以内
2025-12-10T09:49:43.000Z,2025-12-10T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,2,3日以内
2025-12-10T19:14:09.000Z,2025-12-10T09:00:00.000Z,,2025-12-16T09:00:00.000Z,FAX・EDM,デモ電話_FAX_薬局,00_商談再設定フェーズ,,6,1週間
2025-12-10T21:11:18.000Z,2025-12-10T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,FAX・EDM,デモ電話_FAX_病院・クリニック,99_失注,,2,3日以内
2025-12-10T22:13:17.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,2025-12-10T09:00:00.000Z,TOP,デモ電話_TOPLP,06_有料契約申請完了,,0,1日以内
2025-12-10T23:04:33.000Z,2025-12-10T09:00:00.000Z,2025-12-11T09:00:00.000Z,2025-12-10T09:00:00.000Z,TOP,デモ電話_TOPLP,04_上申内容の合意フェーズ,,0,1日以内
2025-12-11T00:24:11.000Z,2025-12-18T09:00:00.000Z,2025-12-18T09:00:00.000Z,2025-12-18T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,0,1日以内
2025-12-11T02:17:30.000Z,2025-12-10T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,99_失注,,2,3日以内
2025-12-11T20:20:22.000Z,2025-12-11T09:00:00.000Z,2025-12-15T09:00:00.000Z,2025-12-15T09:00:00.000Z,FAX・EDM,デモ電話_FAX_不動産(売買),99_失注,,4,1週間
2025-12-11T22:47:05.000Z,2025-12-15T09:00:00.000Z,2025-12-19T09:00:00.000Z,2025-12-18T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,,3,1週間
2025-12-12T01:58:51.000Z,2025-12-11T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,LIS,デモ電話_LIS_Google_広告TOP,03_ROI合意フェーズ,,1,3日以内
2025-12-12T06:20:08.000Z,2025-12-12T09:00:00.000Z,,2025-12-16T09:00:00.000Z,DIS,デモ電話_Facebook,99_失注,検討中止,4,1週間
2025-12-12T16:18:26.000Z,2025-12-15T09:00:00.000Z,2025-12-17T09:00:00.000Z,2025-12-17T09:00:00.000Z,DIS,デモ電話_Facebook,04_上申内容の合意フェーズ,,2,3日以内
2025-12-12T19:16:30.000Z,2025-12-15T09:00:00.000Z,2025-12-17T09:00:00.000Z,2025-12-17T09:00:00.000Z,TOP,デモ電話_TOPLP,99_失注,,2,3日以内
2025-12-12T19:27:54.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,2025-12-12T09:00:00.000Z,DIS,デモ電話_Facebook,06_有料契約申請完了,,0,1日以内
2025-12-12T19:52:58.000Z,2025-12-12T09:00:00.000Z,2025-12-18T09:00:00.000Z,2025-12-18T09:00:00.000Z,FAX・EDM,デモ電話_FAX_薬局,02_課題の合意フェーズ,,6,1週間
